-4.843263831047323720e+01,0.000000000000000000e+00,-6.724202374312837094e+01
-4.649351128541681533e+01,0.000000000000000000e+00,-6.778577439556501361e+01
-4.861138815548063263e+01,0.000000000000000000e+00,-6.729741261421476395e+01
-4.738574498088753728e+01,0.000000000000000000e+00,-6.770696510199778118e+01
-4.747657112499260279e+01,0.000000000000000000e+00,-6.743903267323497630e+01
-4.758292048152308951e+01,0.000000000000000000e+00,-6.755350388759798363e+01
-4.618009737842881179e+01,0.000000000000000000e+00,-6.787851128971549031e+01
-4.658316886498199949e+01,0.000000000000000000e+00,-6.770337876952623901e+01
-4.755106627099704042e+01,0.000000000000000000e+00,-6.753048417551865157e+01
-4.743668739014630376e+01,0.000000000000000000e+00,-6.748739942650645673e+01
-4.767756927601791972e+01,0.000000000000000000e+00,-6.742448294127532904e+01
-4.720743331950135513e+01,0.000000000000000000e+00,-6.774073374183311103e+01
-4.781845018075172504e+01,0.000000000000000000e+00,-6.747608909663392751e+01
-4.713204150924223512e+01,0.000000000000000000e+00,-6.776031185596957584e+01
-4.651337376021781722e+01,0.000000000000000000e+00,-6.777162767471148186e+01
-4.582391295920064067e+01,0.000000000000000000e+00,-6.804989317340047705e+01
-4.586210618710852316e+01,0.000000000000000000e+00,-6.808919689151947807e+01
-4.599730727919212825e+01,0.000000000000000000e+00,-6.797752220773254805e+01
-4.558398416120724050e+01,0.000000000000000000e+00,-6.811919449856559083e+01
-4.674608294908242101e+01,0.000000000000000000e+00,-6.786278581895423656e+01
-4.765794165965054674e+01,0.000000000000000000e+00,-6.764439888764087527e+01
-4.677377610949314857e+01,0.000000000000000000e+00,-6.791238012130368418e+01
-4.539958689284389948e+01,0.000000000000000000e+00,-6.818998322080302898e+01
-4.644287573773915057e+01,0.000000000000000000e+00,-6.771140380991950281e+01
-4.761898993082321141e+01,0.000000000000000000e+00,-6.750793688480101196e+01
-4.699985238410363309e+01,0.000000000000000000e+00,-6.773912630934083268e+01
-4.699821944377875127e+01,0.000000000000000000e+00,-6.768612747275244601e+01
-4.621788004732017185e+01,0.000000000000000000e+00,-6.778697324124276236e+01
-4.700319358100177425e+01,0.000000000000000000e+00,-6.779577493421086842e+01
-4.595290309873415424e+01,0.000000000000000000e+00,-6.801730483319524012e+01
-4.512131128876102082e+01,0.000000000000000000e+00,-6.818990410565646698e+01
-4.669511915426419790e+01,0.000000000000000000e+00,-6.771310036339994554e+01
-4.625222101746389569e+01,0.000000000000000000e+00,-6.783490551226881848e+01
-4.634363593520668445e+01,0.000000000000000000e+00,-6.785020182613062900e+01
